aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
0.04	-0.12	-0.14	-0.75	-0.82	0.65	0.63	0.0	-0.18	-2.15	0.35	0.2	-3.21	0.15	0.0	1593521312.3973525	18.95
-0.11	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.15	-1.76	0.35	0.0	-3.31	0.55	0.0	1593521312.428801	19.13
-0.18	-0.11	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.02	-1.74	0.6	-0.15	-3.07	0.7	0.0	1593521312.4593444	19.21
-0.03	-0.12	-0.13	-0.75	-0.82	0.64	0.63	0.0	-0.15	-1.56	0.66	-0.38	-3.13	0.72	0.0	1593521312.4892418	19.04
0.21	-0.13	-0.14	-0.75	-0.82	0.66	0.63	0.0	-0.09	-1.76	0.32	-0.17	-3.33	0.84	0.0	1593521312.5199175	18.77
0.02	-0.11	-0.13	-0.74	-0.82	0.66	0.63	0.0	-0.14	-1.86	0.4	0.14	-3.3	0.49	0.0	1593521312.550085	18.98
-0.03	-0.12	-0.13	-0.75	-0.82	0.65	0.64	0.0	-0.21	-2.05	0.52	0.12	-3.28	0.24	0.0	1593521312.580973	19.04
-0.2	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	0.08	-2.05	0.55	0.31	-3.28	0.02	0.0	1593521312.6120076	19.23
-0.2	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.35	-2.11	0.56	0.06	-3.25	0.02	0.0	1593521312.6417906	19.24
-0.01	-0.12	-0.13	-0.75	-0.82	0.66	0.64	0.0	-0.17	-2.06	0.58	0.37	-3.39	0.47	0.0	1593521312.6752095	19.03
-0.29	-0.12	-0.13	-0.75	-0.82	0.66	0.62	0.0	-0.05	-2.2	0.5	0.29	-3.19	0.18	0.0	1593521312.7089818	19.35
-0.28	-0.12	-0.13	-0.75	-0.82	0.67	0.63	0.0	-0.21	-2.17	0.38	0.32	-3.24	0.12	0.0	1593521312.7394168	19.35
-0.1	-0.13	-0.13	-0.75	-0.82	0.64	0.63	0.0	-0.06	-2.24	0.56	0.14	-3.39	0.31	0.0	1593521312.769697	19.15
-0.25	-0.13	-0.13	-0.75	-0.82	0.64	0.62	0.0	0.12	-2.02	0.41	-0.05	-3.42	0.72	0.0	1593521312.8018608	19.33
-0.28	-0.12	-0.14	-0.75	-0.82	0.66	0.63	0.0	-0.24	-1.45	0.49	-0.41	-3.22	1.04	0.0	1593521312.8309696	19.37
-0.17	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.12	-1.85	0.44	-0.14	-3.39	0.73	0.0	1593521312.8622267	19.26
-0.19	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.06	-2.27	0.4	0.27	-3.19	0.06	0.0	1593521312.9012704	19.29
-0.21	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.11	-2.34	0.67	0.47	-3.37	-0.14	0.0	1593521312.9328465	19.32
-0.14	-0.11	-0.14	-0.74	-0.82	0.66	0.63	0.0	-0.09	-2.08	0.44	0.38	-3.4	0.31	0.0	1593521312.961712	19.25
0.15	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.03	-1.98	0.44	-0.03	-3.01	0.41	0.0	1593521312.9925134	18.92
0.25	-0.12	-0.14	-0.75	-0.82	0.66	0.63	60.0	0.0	-1.8	0.66	-0.31	-3.36	0.78	0.0	1593521313.0231464	87.03
