aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
-0.24	-0.12	-0.14	-0.74	-0.82	0.65	0.62	0.0	-0.31	-2.0	0.55	0.0	-3.15	0.24	0.0	1593518225.3087032	18.7
-0.11	-0.12	-0.13	-0.75	-0.82	0.66	0.62	0.0	-0.03	-2.6	0.58	0.32	-3.18	0.31	0.0	1593518225.3392632	18.57
-0.19	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.02	-2.49	0.56	0.08	-3.28	0.12	0.0	1593518225.3697925	18.66
-0.2	-0.12	-0.13	-0.74	-0.82	0.66	0.63	0.0	0.05	-2.38	0.66	0.11	-3.34	-0.06	0.0	1593518225.4030888	18.68
-0.35	-0.12	-0.13	-0.75	-0.83	0.65	0.62	0.0	-0.21	-2.12	0.37	-0.08	-3.25	0.47	0.0	1593518225.4321914	18.86
-0.26	-0.13	-0.13	-0.75	-0.82	0.66	0.62	0.0	-0.06	-2.08	0.49	-0.14	-3.45	0.29	0.0	1593518225.4699001	18.77
-0.34	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.23	-1.68	0.58	-0.11	-3.28	0.66	0.0	1593518225.5012877	18.88
-0.19	-0.12	-0.13	-0.75	-0.82	0.64	0.62	0.0	0.0	-1.57	0.64	-0.2	-3.3	0.38	0.0	1593518225.5316768	18.72
-0.24	-0.12	-0.13	-0.74	-0.83	0.65	0.62	0.0	0.05	-1.51	0.41	-0.06	-3.28	0.47	0.0	1593518225.5626905	18.79
-0.11	-0.13	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.24	-1.8	0.47	0.03	-3.24	0.63	0.0	1593518225.5922842	18.65
-0.39	-0.13	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.05	-2.41	0.43	0.26	-3.33	0.34	0.0	1593518225.6243775	18.97
-0.26	-0.12	-0.13	-0.74	-0.82	0.65	0.63	0.0	-0.06	-2.11	0.35	0.2	-3.22	0.14	0.0	1593518225.661802	18.85
-0.23	-0.13	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.06	-2.2	0.64	0.27	-3.22	0.47	0.0	1593518225.6921504	18.82
-0.2	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	0.0	-1.59	0.47	-0.14	-3.39	0.61	0.0	1593518225.7250717	18.8
-0.38	-0.12	-0.14	-0.75	-0.82	0.66	0.62	0.0	-0.05	-1.97	0.47	0.12	-3.47	0.43	0.0	1593518225.7532947	19.01
-0.19	-0.12	-0.13	-0.75	-0.82	0.67	0.62	0.0	0.2	-1.79	0.46	-0.12	-3.11	0.66	0.0	1593518225.785825	18.81
-0.09	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.09	-1.86	0.44	0.17	-3.33	0.56	0.0	1593518225.8162868	18.7
0.13	-0.11	-0.13	-0.75	-0.82	0.66	0.62	0.0	-0.12	-1.77	0.53	-0.14	-3.24	0.46	0.0	1593518225.8589697	18.46
0.03	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	0.05	-2.02	0.31	0.38	-3.45	0.17	0.0	1593518225.888899	18.57
-0.1	-0.12	-0.13	-0.75	-0.82	0.67	0.61	0.0	-0.18	-2.12	0.38	0.12	-3.33	0.27	0.0	1593518225.9209926	18.71
-0.01	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.06	-2.14	0.35	0.23	-3.34	0.38	0.0	1593518225.9505217	18.61
-0.14	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.06	-2.09	0.7	0.24	-3.25	0.29	0.0	1593518225.9837	18.76
-0.15	-0.12	-0.14	-0.74	-0.82	0.65	0.62	0.0	0.09	-1.94	0.58	0.09	-3.39	0.37	0.0	1593518226.0119424	18.78
0.07	-0.12	-0.14	-0.75	-0.82	0.65	0.62	0.0	-0.11	-2.09	0.6	0.17	-3.19	0.21	0.0	1593518226.0454652	18.54
-0.01	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	0.06	-2.15	0.55	0.05	-3.19	0.2	0.0	1593518226.0763636	18.63
-0.33	-0.12	-0.12	-0.75	-0.82	0.66	0.62	0.0	-0.11	-2.11	0.5	0.24	-3.27	0.05	0.0	1593518226.1072617	18.99
